index	prediction
36239	174
36240	172
36241	160
36242	46
36243	58
36244	195
36245	170
36246	171
36247	17
36248	143
36249	120
36250	120
36251	130
36252	68
36253	115
36254	153
36255	130
36256	68
36257	115
36258	136
36259	147
36260	34
36261	16
36262	127
36263	137
36264	173
36265	34
36266	55
36267	17
36268	172
36269	134
36270	64
36271	37
36272	61
36273	147
36274	34
36275	126
36276	106
36277	134
36278	64
36279	37
36280	136
36281	147
36282	34
36283	88
36284	108
36285	30
36286	94
36287	140
36288	136
36289	147
36290	122
36291	127
36292	177
36293	67
36294	94
36295	135
36296	80
36297	193
36298	112
36299	173
36300	27
36301	174
36302	172
36303	160
36304	46
36305	59
36306	143
36307	136
36308	147
36309	38
36310	200
36311	175
36312	60
36313	60
36314	60
36315	130
36316	68
36317	115
36318	153
36319	134
36320	64
36321	37
36322	137
36323	173
36324	174
36325	160
36326	46
36327	172
36328	31
36329	64
36330	37
36331	132
36332	68
36333	115
36334	153
36335	136
36336	147
36337	34
36338	17
36339	84
36340	138
36341	80
36342	190
36343	136
36344	147
36345	34
36346	16
36347	127
36348	136
36349	147
36350	34
36351	16
36352	127
36353	134
36354	64
36355	30
36356	83
36357	71
36358	59
36359	2
36360	110
36361	83
36362	71
36363	189
36364	67
36365	167
36366	34
36367	136
36368	147
36369	34
36370	127
36371	38
36372	130
36373	68
36374	115
36375	153
36376	134
36377	64
36378	37
36379	134
36380	64
36381	122
36382	136
36383	147
36384	34
36385	34
36386	85
36387	136
36388	147
36389	34
36390	16
36391	177
36392	87
36393	136
36394	147
36395	161
36396	194
36397	134
36398	64
36399	37
36400	130
36401	68
36402	115
36403	153
36404	128
36405	166
36406	85
36407	166
36408	147
36409	137
36410	173
36411	37
36412	174
36413	172
36414	34
36415	52
36416	34
36417	76
36418	171
36419	17
36420	91
36421	143
36422	188
36423	130
36424	68
36425	115
36426	153
36427	129
36428	147
36429	34
36430	127
36431	0
36432	38
36433	147
36434	38
36435	16
36436	177
36437	134
36438	64
36439	37
36440	136
36441	147
36442	127
36443	127
36444	200
36445	156
36446	136
36447	147
36448	122
36449	38
36450	200
36451	136
36452	147
36453	34
36454	200
36455	87
36456	117
36457	27
36458	55
36459	55
36460	117
36461	27
36462	117
36463	136
36464	147
36465	34
36466	16
36467	127
36468	136
36469	147
36470	27
36471	16
36472	38
36473	136
36474	147
36475	106
36476	34
36477	175
36478	136
36479	147
36480	34
36481	127
36482	34
36483	108
36484	190
36485	130
36486	68
36487	115
36488	153
36489	135
36490	79
36491	192
36492	134
36493	64
36494	37
36495	136
36496	34
36497	34
36498	126
36499	161
36500	175
36501	40
36502	136
36503	147
36504	34
36505	16
36506	177
36507	134
36508	196
36509	69
36510	135
36511	80
36512	192
36513	117
36514	34
36515	55
36516	55
36517	117
36518	34
36519	117
36520	136
36521	147
36522	34
36523	126
36524	108
36525	169
36526	169
36527	29
36528	0
36529	5
36530	70
36531	10
36532	187
36533	159
36534	21
36535	147
36536	147
36537	38
36538	16
36539	136
36540	108
36541	200
36542	135
36543	167
36544	58
36545	52
36546	135
36547	26
36548	135
36549	136
36550	147
36551	34
36552	16
36553	177
36554	134
36555	49
36556	137
36557	173
36558	34
36559	174
36560	160
36561	46
36562	195
36563	170
36564	172
36565	136
36566	147
36567	167
36568	16
36569	127
36570	177
36571	136
36572	34
36573	16
36574	34
36575	40
36576	129
36577	25
36578	55
36579	55
36580	129
36581	25
36582	129
36583	107
36584	37
36585	52
36586	52
36587	107
36588	37
36589	107
36590	137
36591	173
36592	24
36593	170
36594	171
36595	172
36596	136
36597	34
36598	38
36599	34
36600	106
36601	117
36602	25
36603	52
36604	55
36605	117
36606	25
36607	117
36608	134
36609	64
36610	37
36611	110
36612	11
36613	110
36614	70
36615	61
36616	147
36617	38
36618	16
36619	85
36620	147
36621	136
36622	147
36623	34
36624	38
36625	136
36626	127
36627	137
36628	173
36629	25
36630	174
36631	172
36632	160
36633	195
36634	58
36635	143
36636	120
36637	105
36638	137
36639	173
36640	37
36641	174
36642	172
36643	160
36644	46
36645	58
36646	170
36647	171
36648	17
36649	112
36650	143
36651	120
36652	105
36653	136
36654	147
36655	34
36656	88
36657	34
36658	137
36659	173
36660	25
36661	174
36662	172
36663	160
36664	46
36665	58
36666	195
36667	170
36668	171
36669	17
36670	137
36671	143
36672	120
36673	105
36674	134
36675	64
36676	37
36677	30
36678	83
36679	71
36680	59
36681	2
36682	110
36683	192
36684	67
36685	5
36686	132
36687	191
36688	97
36689	132
36690	5
36691	192
36692	79
36693	164
36694	16
36695	66
36696	148
36697	150
36698	43
36699	155
36700	136
36701	147
36702	34
36703	16
36704	177
36705	136
36706	147
36707	34
36708	16
36709	127
36710	136
36711	147
36712	34
36713	19
36714	7
36715	136
36716	147
36717	127
36718	38
36719	108
36720	136
36721	147
36722	34
36723	16
36724	38
36725	177
36726	34
36727	64
36728	24
36729	34
36730	147
36731	34
36732	16
36733	34
36734	130
36735	68
36736	115
36737	115
36738	136
36739	147
36740	34
36741	16
36742	127
36743	136
36744	147
36745	27
36746	127
36747	38
36748	134
36749	64
36750	25
36751	136
36752	147
36753	34
36754	127
36755	34
36756	126
36757	175
36758	40
36759	136
36760	147
36761	34
36762	16
36763	127
36764	108
36765	85
36766	127
36767	136
36768	147
36769	34
36770	16
36771	127
36772	91
36773	147
36774	132
36775	142
36776	29
36777	147
36778	34
36779	200
36780	60
36781	94
36782	60
36783	91
36784	25
36785	52
36786	52
36787	167
36788	102
36789	136
36790	147
36791	34
36792	38
36793	108
36794	200
36795	107
36796	3
36797	107
36798	136
36799	169
36800	185
36801	134
36802	64
36803	37
36804	136
36805	147
36806	34
36807	85
36808	85
36809	136
36810	147
36811	161
36812	185
36813	133
36814	25
36815	77
36816	175
36817	130
36818	68
36819	115
36820	153
36821	137
36822	173
36823	27
36824	174
36825	172
36826	160
36827	46
36828	175
36829	46
36830	170
36831	171
36832	112
36833	143
36834	120
36835	120
36836	136
36837	147
36838	16
36839	177
36840	108
36841	126
36842	133
36843	147
36844	34
36845	16
36846	177
36847	84
36848	137
36849	173
36850	21
36851	174
36852	98
36853	58
36854	46
36855	17
36856	137
36857	173
36858	174
36859	98
36860	170
36861	34
36862	5
36863	190
36864	79
36865	164
36866	15
36867	66
36868	148
36869	183
36870	136
36871	147
36872	34
36873	16
36874	127
36875	38
36876	177
36877	136
36878	146
36879	34
36880	16
36881	127
36882	134
36883	64
36884	37
36885	137
36886	173
36887	135
36888	174
36889	172
36890	160
36891	46
36892	58
36893	195
36894	170
36895	171
36896	16
36897	112
36898	143
36899	120
36900	105
36901	136
36902	147
36903	38
36904	200
36905	175
36906	94
36907	60
36908	60
36909	134
36910	64
36911	37
36912	130
36913	68
36914	115
36915	115
36916	129
36917	147
36918	34
36919	127
36920	38
36921	108
36922	136
36923	147
36924	37
36925	16
36926	88
36927	177
36928	87
36929	137
36930	173
36931	27
36932	174
36933	172
36934	160
36935	46
36936	58
36937	195
36938	170
36939	136
36940	147
36941	34
36942	16
36943	126
36944	177
36945	136
36946	147
36947	34
36948	108
36949	126
36950	136
36951	147
36952	34
36953	127
36954	40
36955	136
36956	147
36957	16
36958	177
36959	108
36960	126
36961	129
36962	37
36963	55
36964	52
36965	91
36966	37
36967	91
36968	136
36969	147
36970	26
36971	127
36972	85
36973	136
36974	147
36975	34
36976	127
36977	38
36978	136
36979	147
36980	34
36981	34
36982	108
36983	161
36984	162
36985	136
36986	147
36987	34
36988	16
36989	127
36990	38
36991	177
36992	134
36993	68
36994	115
36995	153
36996	34
36997	64
36998	137
36999	173
37000	27
37001	174
37002	160
37003	46
37004	58
37005	195
37006	171
37007	14
37008	112
37009	98
37010	55
37011	20
37012	25
37013	50
37014	50
37015	20
37016	134
37017	64
37018	27
37019	129
37020	167
37021	55
37022	52
37023	129
37024	167
37025	129
37026	136
37027	147
37028	34
37029	127
37030	34
37031	126
37032	175
37033	40
37034	136
37035	147
37036	37
37037	127
37038	127
37039	136
37040	147
37041	127
37042	38
37043	124
37044	200
37045	55
37046	60
37047	60
37048	60
37049	136
37050	147
37051	132
37052	16
37053	127
37054	136
37055	147
37056	34
37057	127
37058	38
37059	130
37060	68
37061	115
37062	137
37063	173
37064	27
37065	172
37066	160
37067	46
37068	170
37069	171
37070	137
37071	112
37072	136
37073	147
37074	34
37075	164
37076	136
37077	130
37078	68
37079	115
37080	153
37081	136
37082	147
37083	34
37084	16
37085	127
37086	136
37087	147
37088	34
37089	35
37090	84
37091	136
37092	147
37093	34
37094	16
37095	127
37096	38
37097	177
37098	134
37099	64
37100	25
37101	67
37102	74
37103	136
37104	147
37105	34
37106	16
37107	127
37108	38
37109	177
37110	137
37111	173
37112	172
37113	160
37114	195
37115	195
37116	136
37117	147
37118	34
37119	127
37120	34
37121	126
37122	175
37123	40
37124	136
37125	147
37126	38
37127	16
37128	177
37129	132
37130	168
37131	55
37132	55
37133	132
37134	168
37135	132
37136	136
37137	147
37138	38
37139	122
37140	200
37141	175
37142	156
37143	94
37144	60
37145	127
37146	136
37147	147
37148	38
37149	200
37150	52
37151	91
37152	25
37153	52
37154	52
37155	167
37156	102
37157	130
37158	68
37159	115
37160	153
37161	136
37162	58
37163	107
37164	70
37165	134
37166	37
37167	77
37168	51
37169	20
37170	25
37171	50
37172	50
37173	20
37174	134
37175	64
37176	37
37177	136
37178	147
37179	34
37180	16
37181	127
37182	177
37183	130
37184	68
37185	115
37186	153
37187	134
37188	64
37189	37
37190	137
37191	173
37192	172
37193	160
37194	46
37195	195
37196	137
37197	173
37198	7
37199	17
37200	98
37201	137
37202	173
37203	27
37204	52
37205	17
37206	172
37207	137
37208	173
37209	27
37210	174
37211	172
37212	160
37213	46
37214	58
37215	46
37216	170
37217	171
37218	112
37219	143
37220	45
37221	131
37222	4
37223	190
37224	79
37225	164
37226	136
37227	167
37228	52
37229	52
37230	136
37231	167
37232	136
37233	136
37234	27
37235	52
37236	55
37237	136
37238	25
37239	136
37240	110
37241	30
37242	74
37243	93
37244	199
37245	136
37246	34
37247	34
37248	126
37249	175
37250	40
37251	136
37252	147
37253	27
37254	16
37255	72
37256	108
37257	191
37258	66
37259	136
37260	147
37261	34
37262	87
37263	84
37264	136
37265	147
37266	16
37267	38
37268	177
37269	200
37270	175
37271	136
37272	94
37273	94
37274	3
37275	60
37276	129
37277	25
37278	55
37279	55
37280	70
37281	102
37282	136
37283	147
37284	34
37285	16
37286	127
37287	136
37288	147
37289	34
37290	136
37291	84
37292	136
37293	147
37294	34
37295	34
37296	40
37297	119
37298	136
37299	25
37300	16
37301	127
37302	177
37303	137
37304	173
37305	27
37306	172
37307	160
37308	46
37309	55
37310	195
37311	170
37312	171
37313	134
37314	64
37315	34
37316	38
37317	147
37318	122
37319	110
37320	127
37321	3
37322	117
37323	167
37324	55
37325	55
37326	117
37327	167
37328	117
37329	110
37330	191
37331	74
37332	93
37333	199
37334	121
37335	136
37336	147
37337	38
37338	16
37339	194
37340	200
37341	84
37342	137
37343	173
37344	27
37345	174
37346	172
37347	160
37348	46
37349	58
37350	195
37351	170
37352	171
37353	112
37354	143
37355	120
37356	105
37357	126
37358	147
37359	34
37360	126
37361	86
37362	136
37363	147
37364	136
37365	16
37366	127
37367	177
37368	134
37369	64
37370	36
37371	131
37372	163
37373	14
37374	134
37375	64
37376	37
37377	137
37378	173
37379	34
37380	174
37381	172
37382	160
37383	46
37384	58
37385	195
37386	170
37387	171
37388	170
37389	120
37390	105
37391	91
37392	34
37393	58
37394	91
37395	58
37396	61
37397	17
37398	136
37399	147
37400	136
37401	52
37402	3
37403	130
37404	68
37405	115
37406	153
37407	30
37408	83
37409	71
37410	74
37411	91
37412	147
37413	38
37414	58
37415	3
37416	134
37417	64
37418	58
37419	136
37420	147
37421	108
37422	136
37423	147
37424	27
37425	127
37426	122
37427	106
37428	137
37429	173
37430	27
37431	174
37432	172
37433	160
37434	46
37435	58
37436	195
37437	170
37438	171
37439	17
37440	112
37441	143
37442	120
37443	105
37444	131
37445	5
37446	164
37447	14
37448	186
37449	110
37450	153
37451	117
37452	167
37453	52
37454	52
37455	117
37456	167
37457	117
37458	130
37459	68
37460	115
37461	153
37462	132
37463	5
37464	79
37465	43
37466	132
37467	137
37468	173
37469	168
37470	174
37471	172
37472	160
37473	46
37474	58
37475	195
37476	170
37477	171
37478	17
37479	137
37480	143
37481	158
37482	131
37483	80
37484	183
37485	130
37486	68
37487	115
37488	30
37489	83
37490	71
37491	59
37492	134
37493	64
37494	37
37495	133
37496	64
37497	37
37498	130
37499	68
37500	34
37501	153
37502	136
37503	147
37504	34
37505	136
37506	34
37507	108
37508	145
37509	136
37510	147
37511	25
37512	14
37513	127
37514	38
37515	136
37516	147
37517	34
37518	127
37519	108
37520	86
37521	137
37522	173
37523	174
37524	160
37525	46
37526	172
37527	134
37528	64
37529	37
37530	132
37531	79
37532	190
37533	136
37534	147
37535	38
37536	200
37537	175
37538	40
37539	60
37540	60
37541	60
37542	136
37543	147
37544	34
37545	127
37546	85
37547	134
37548	64
37549	37
37550	136
37551	147
37552	34
37553	38
37554	87
37555	136
37556	147
37557	34
37558	34
37559	126
37560	175
37561	40
37562	134
37563	64
37564	37
37565	134
37566	64
37567	37
37568	137
37569	173
37570	167
37571	174
37572	172
37573	160
37574	160
37575	58
37576	195
37577	170
37578	171
37579	17
37580	137
37581	143
37582	120
37583	105
37584	132
37585	5
37586	127
37587	79
37588	66
37589	91
37590	167
37591	55
37592	55
37593	167
37594	117
37595	136
37596	147
37597	34
37598	127
37599	200
37600	19
37601	147
37602	34
37603	127
37604	108
37605	160
37606	167
37607	55
37608	52
37609	160
37610	167
37611	160
37612	136
37613	147
37614	132
37615	136
37616	42
37617	137
37618	173
37619	174
37620	160
37621	46
37622	15
37623	172
37624	134
37625	64
37626	37
37627	134
37628	64
37629	37
37630	136
37631	147
37632	38
37633	16
37634	38
37635	134
37636	64
37637	25
37638	137
37639	173
37640	27
37641	172
37642	160
37643	58
37644	175
37645	137
37646	132
37647	6
37648	191
37649	79
37650	164
37651	15
37652	67
37653	138
37654	97
37655	191
37656	163
37657	94
37658	15
37659	130
37660	68
37661	157
37662	153
37663	134
37664	64
37665	136
37666	147
37667	34
37668	85
37669	96
37670	136
37671	147
37672	115
37673	16
37674	127
37675	130
37676	68
37677	115
37678	136
37679	34
37680	34
37681	126
37682	175
37683	40
37684	136
37685	147
37686	34
37687	16
37688	126
37689	34
37690	177
37691	107
37692	110
37693	132
37694	130
37695	68
37696	115
37697	153
37698	134
37699	64
37700	37
37701	130
37702	68
37703	115
37704	136
37705	147
37706	16
37707	161
37708	194
37709	136
37710	147
37711	34
37712	127
37713	38
37714	132
37715	5
37716	190
37717	164
37718	190
37719	136
37720	147
37721	34
37722	127
37723	34
37724	126
37725	175
37726	40
37727	127
37728	127
37729	38
37730	47
37731	132
37732	137
37733	173
37734	34
37735	174
37736	172
37737	46
37738	195
37739	175
37740	195
37741	170
37742	171
37743	17
37744	112
37745	143
37746	120
37747	105
37748	136
37749	147
37750	34
37751	84
37752	108
37753	25
37754	52
37755	52
37756	167
37757	102
37758	132
37759	4
37760	192
37761	79
37762	67
37763	34
37764	5
37765	190
37766	79
37767	150
37768	177
37769	9
37770	136
37771	147
37772	34
37773	16
37774	87
37775	137
37776	107
37777	37
37778	174
37779	98
37780	63
37781	46
37782	58
37783	195
37784	170
37785	171
37786	17
37787	137
37788	143
37789	120
37790	105
37791	79
37792	190
37793	151
37794	130
37795	68
37796	115
37797	153
37798	137
37799	173
37800	27
37801	174
37802	172
37803	160
37804	46
37805	58
37806	195
37807	170
37808	171
37809	17
37810	112
37811	143
37812	120
37813	105
37814	132
37815	34
37816	52
37817	52
37818	132
37819	34
37820	132
37821	137
37822	173
37823	174
37824	172
37825	160
37826	195
37827	58
37828	112
37829	112
37830	136
37831	147
37832	27
37833	16
37834	38
37835	27
37836	130
37837	68
37838	115
37839	153
37840	136
37841	147
37842	136
37843	177
37844	161
37845	162
37846	117
37847	25
37848	52
37849	52
37850	117
37851	25
37852	117
37853	136
37854	147
37855	167
37856	200
37857	85
37858	134
37859	64
37860	27
37861	137
37862	173
37863	27
37864	174
37865	172
37866	160
37867	46
37868	58
37869	195
37870	170
37871	171
37872	112
37873	120
37874	105
37875	134
37876	64
37877	37
37878	136
37879	147
37880	136
37881	85
37882	3
37883	34
37884	136
37885	147
37886	34
37887	38
37888	127
37889	112
37890	173
37891	27
37892	174
37893	172
37894	160
37895	46
37896	58
37897	195
37898	112
37899	170
37900	17
37901	112
37902	143
37903	120
37904	105
37905	136
37906	147
37907	34
37908	127
37909	122
37910	126
37911	40
37912	110
37913	83
37914	71
37915	2
37916	136
37917	147
37918	34
37919	16
37920	127
37921	134
37922	64
37923	37
37924	91
37925	167
37926	55
37927	55
37928	91
37929	167
37930	91
37931	137
37932	173
37933	37
37934	174
37935	172
37936	160
37937	46
37938	58
37939	195
37940	170
37941	171
37942	17
37943	112
37944	143
37945	158
37946	30
37947	93
37948	199
37949	31
37950	136
37951	147
37952	41
37953	169
37954	29
37955	0
37956	134
37957	64
37958	27
37959	136
37960	147
37961	34
37962	16
37963	38
37964	117
37965	167
37966	55
37967	55
37968	117
37969	167
37970	117
37971	130
37972	68
37973	115
37974	153
37975	30
37976	83
37977	71
37978	59
37979	2
37980	30
37981	190
37982	67
37983	83
37984	136
37985	147
37986	34
37987	16
37988	127
37989	34
37990	126
37991	130
37992	115
37993	197
37994	157
37995	136
37996	147
37997	34
37998	16
37999	127
38000	136
38001	147
38002	34
38003	16
38004	127
38005	88
38006	131
38007	5
38008	190
38009	82
38010	34
38011	136
38012	147
38013	16
38014	177
38015	108
38016	126
38017	130
38018	115
38019	197
38020	157
38021	136
38022	25
38023	55
38024	55
38025	167
38026	102
38027	136
38028	147
38029	34
38030	16
38031	177
38032	134
38033	64
38034	37
38035	136
38036	147
38037	34
38038	108
38039	126
38040	30
38041	83
38042	71
38043	59
38044	2
38045	136
38046	147
38047	34
38048	16
38049	127
38050	34
38051	129
38052	52
38053	34
38054	117
38055	23
38056	136
38057	61
38058	162
38059	132
38060	167
38061	175
38062	52
38063	167
38064	117
38065	22
38066	130
38067	68
38068	115
38069	68
38070	130
38071	68
38072	27
38073	153
38074	130
38075	68
38076	37
38077	137
38078	173
38079	34
38080	174
38081	172
38082	160
38083	160
38084	58
38085	195
38086	170
38087	171
38088	136
38089	147
38090	127
38091	38
38092	122
38093	200
38094	52
38095	94
38096	60
38097	60
38098	136
38099	147
38100	34
38101	16
38102	127
38103	128
38104	24
38105	166
38106	145
38107	32
38108	136
38109	147
38110	34
38111	16
38112	177
38113	136
38114	147
38115	27
38116	127
38117	108
38118	177
38119	191
38120	66
38121	166
38122	130
38123	68
38124	115
38125	136
38126	34
38127	34
38128	126
38129	161
38130	175
38131	40
38132	136
38133	147
38134	108
38135	161
38136	162
38137	91
38138	34
38139	58
38140	25
38141	169
38142	137
38143	173
38144	27
38145	174
38146	172
38147	160
38148	46
38149	58
38150	195
38151	170
38152	171
38153	17
38154	112
38155	143
38156	120
38157	105
38158	136
38159	147
38160	34
38161	16
38162	127
38163	136
38164	147
38165	34
38166	38
38167	85
38168	136
38169	147
38170	127
38171	108
38172	85
38173	106
38174	110
38175	70
38176	136
38177	147
38178	34
38179	16
38180	38
38181	177
38182	200
38183	127
38184	40
38185	136
38186	147
38187	34
38188	108
38189	200
38190	84
38191	60
38192	60
38193	60
38194	130
38195	27
38196	52
38197	52
38198	130
38199	37
38200	130
38201	135
38202	80
38203	190
38204	136
38205	136
38206	161
38207	162
38208	136
38209	5
38210	192
38211	163
38212	14
38213	132
38214	5
38215	190
38216	78
38217	164
38218	110
38219	5
38220	130
38221	167
38222	68
38223	52
38224	130
38225	167
38226	130
38227	192
38228	67
38229	11
38230	136
38231	147
38232	34
38233	122
38234	38
38235	136
38236	147
38237	34
38238	38
38239	127
38240	136
38241	34
38242	175
38243	52
38244	167
38245	107
38246	22
38247	130
38248	68
38249	153
38250	70
38251	136
38252	147
38253	121
38254	127
38255	85
38256	136
38257	147
38258	34
38259	16
38260	127
38261	136
38262	147
38263	34
38264	16
38265	117
38266	126
38267	147
38268	106
38269	17
38270	85
38271	136
38272	147
38273	34
38274	16
38275	127
38276	38
38277	173
38278	23
38279	136
38280	147
38281	27
38282	38
38283	175
38284	3
38285	136
38286	147
38287	34
38288	127
38289	40
38290	136
38291	147
38292	34
38293	127
38294	94
38295	156
38296	37
38297	5
38298	190
38299	138
38300	148
38301	9
38302	30
38303	140
38304	136
38305	147
38306	34
38307	38
38308	108
38309	136
38310	147
38311	177
38312	15
38313	177
38314	85
38315	136
38316	147
38317	135
38318	16
38319	126
38320	106
38321	136
38322	147
38323	132
38324	38
38325	136
38326	91
38327	5
38328	190
38329	79
38330	66
38331	129
38332	25
38333	55
38334	55
38335	129
38336	25
38337	129
38338	87
38339	147
38340	122
38341	16
38342	34
38343	191
38344	136
38345	147
38346	34
38347	127
38348	127
38349	136
38350	147
38351	16
38352	177
38353	108
38354	126
38355	136
38356	147
38357	27
38358	127
38359	85
38360	130
38361	68
38362	115
38363	91
38364	25
38365	52
38366	52
38367	91
38368	167
38369	91
38370	136
38371	147
38372	167
38373	16
38374	127
38375	177
38376	136
38377	147
38378	34
38379	127
38380	34
38381	130
38382	79
38383	192
38384	183
38385	91
38386	147
38387	167
38388	16
38389	111
38390	136
38391	147
38392	38
38393	134
38394	64
38395	37
38396	20
38397	167
38398	175
38399	175
38400	76
38401	136
38402	147
38403	34
38404	16
38405	127
38406	108
38407	127
38408	137
38409	174
38410	46
38411	143
38412	1
38413	172
38414	136
38415	147
38416	34
38417	16
38418	136
38419	137
38420	173
38421	27
38422	174
38423	160
38424	46
38425	195
38426	170
38427	172
38428	134
38429	64
38430	37
38431	130
38432	68
38433	115
38434	153
38435	136
38436	147
38437	34
38438	16
38439	126
38440	38
38441	122
38442	127
38443	200
38444	40
38445	60
38446	60
38447	60
38448	88
38449	136
38450	147
38451	34
38452	16
38453	127
38454	122
38455	147
38456	38
38457	175
38458	3
38459	136
38460	147
38461	34
38462	127
38463	108
38464	85
38465	85
38466	136
38467	145
38468	34
38469	91
38470	34
38471	127
38472	84
38473	136
38474	147
38475	38
38476	34
38477	200
38478	175
38479	94
38480	94
38481	94
38482	127
38483	136
38484	126
38485	167
38486	55
38487	52
38488	126
38489	167
38490	126
38491	136
38492	147
38493	37
38494	16
38495	96
38496	119
38497	58
38498	3
38499	84
38500	136
38501	147
38502	34
38503	127
38504	34
38505	126
38506	175
38507	40
38508	130
38509	68
38510	115
38511	153
38512	136
38513	147
38514	34
38515	16
38516	38
38517	126
38518	147
38519	34
38520	91
38521	34
38522	108
38523	11
38524	5
38525	190
38526	164
38527	17
38528	148
38529	177
38530	136
38531	147
38532	34
38533	127
38534	108
38535	136
38536	147
38537	34
38538	38
38539	34
38540	108
38541	145
38542	137
38543	173
38544	34
38545	172
38546	58
38547	137
38548	173
38549	174
38550	98
38551	160
38552	46
38553	170
38554	112
38555	136
38556	147
38557	34
38558	16
38559	127
38560	136
38561	147
38562	34
38563	200
38564	60
38565	60
38566	3
38567	60
38568	137
38569	173
38570	27
38571	174
38572	98
38573	46
38574	46
38575	58
38576	195
38577	170
38578	171
38579	17
38580	137
38581	143
38582	120
38583	105
38584	173
38585	173
38586	27
38587	172
38588	160
38589	46
38590	16
38591	143
38592	164
38593	69
38594	91
38595	164
38596	83
38597	71
38598	83
38599	74
38600	5
38601	136
38602	147
38603	34
38604	16
38605	85
38606	177
38607	130
38608	68
38609	115
38610	136
38611	147
38612	168
38613	16
38614	127
38615	91
38616	68
38617	115
38618	117
38619	167
38620	52
38621	52
38622	117
38623	167
38624	117
38625	136
38626	147
38627	34
38628	127
38629	34
38630	136
38631	147
38632	34
38633	127
38634	38
38635	136
38636	147
38637	34
38638	136
38639	85
38640	130
38641	68
38642	153
38643	153
38644	129
38645	167
38646	52
38647	52
38648	129
38649	167
38650	129
38651	130
38652	68
38653	115
38654	115
38655	128
38656	24
38657	104
38658	34
38659	147
38660	117
38661	167
38662	52
38663	52
38664	117
38665	167
38666	117
38667	134
38668	64
38669	37
38670	136
38671	147
38672	34
38673	16
38674	127
38675	38
38676	177
38677	129
38678	25
38679	55
38680	52
38681	129
38682	37
38683	129
38684	117
38685	167
38686	52
38687	52
38688	117
38689	167
38690	117
38691	129
38692	37
38693	52
38694	52
38695	129
38696	37
38697	129
38698	136
38699	147
38700	34
38701	127
38702	34
38703	136
38704	68
38705	115
38706	153
38707	136
38708	147
38709	38
38710	108
38711	162
38712	28
38713	136
38714	147
38715	96
38716	108
38717	106
38718	136
38719	147
38720	34
38721	38
38722	200
38723	175
38724	94
38725	60
38726	3
38727	94
38728	136
38729	147
38730	70
38731	127
38732	34
38733	127
38734	40
38735	117
38736	25
38737	52
38738	52
38739	117
38740	25
38741	117
38742	136
38743	147
38744	167
38745	38
38746	87
38747	134
38748	64
38749	37
38750	134
38751	64
38752	37
38753	136
38754	147
38755	34
38756	16
38757	127
38758	177
38759	134
38760	64
38761	36
38762	134
38763	64
38764	37
38765	136
38766	147
38767	34
38768	127
38769	34
38770	126
38771	175
38772	40
38773	130
38774	68
38775	115
38776	153
38777	136
38778	147
38779	157
38780	127
38781	108
38782	134
38783	64
38784	37
38785	136
38786	147
38787	34
38788	122
38789	200
38790	130
38791	68
38792	153
38793	153
38794	91
38795	34
38796	175
38797	175
38798	91
38799	117
38800	25
38801	55
38802	52
38803	117
38804	25
38805	117
38806	136
38807	147
38808	34
38809	127
38810	58
38811	134
38812	147
38813	135
38814	16
38815	127
38816	130
38817	68
38818	115
38819	115
38820	30
38821	83
38822	71
38823	59
38824	2
38825	130
38826	68
38827	115
38828	153
38829	134
38830	64
38831	37
38832	110
38833	83
38834	71
38835	72
38836	2
38837	39
38838	138
38839	6
38840	193
38841	184
38842	164
38843	136
38844	147
38845	27
38846	127
38847	177
38848	27
38849	137
38850	173
38851	37
38852	174
38853	98
38854	160
38855	46
38856	58
38857	195
38858	170
38859	171
38860	17
38861	112
38862	143
38863	120
38864	105
38865	136
38866	27
38867	52
38868	52
38869	167
38870	117
38871	136
38872	147
38873	34
38874	127
38875	122
38876	126
38877	40
38878	136
38879	147
38880	34
38881	85
38882	68
38883	136
38884	147
38885	34
38886	127
38887	177
38888	137
38889	173
38890	27
38891	174
38892	172
38893	160
38894	46
38895	58
38896	195
38897	170
38898	12
38899	143
38900	178
38901	129
38902	27
38903	55
38904	129
38905	55
38906	91
38907	198
38908	110
38909	191
38910	67
38911	134
38912	64
38913	37
38914	136
38915	147
38916	34
38917	16
38918	127
38919	136
38920	34
38921	35
38922	16
38923	127
38924	35
38925	147
38926	132
38927	5
38928	190
38929	79
38930	164
38931	65
38932	134
38933	64
38934	134
38935	64
38936	37
38937	136
38938	147
38939	34
38940	16
38941	127
38942	84
38943	134
38944	64
38945	37
38946	129
38947	27
38948	55
38949	52
38950	129
38951	27
38952	129
38953	134
38954	64
38955	37
38956	136
38957	147
38958	34
38959	38
38960	200
38961	54
38962	3
38963	131
38964	5
38965	190
38966	127
38967	79
38968	16
38969	65
38970	136
38971	147
38972	37
38973	16
38974	147
38975	108
38976	136
38977	145
38978	34
38979	127
38980	108
38981	179
38982	179
38983	29
38984	0
38985	136
38986	147
38987	34
38988	127
38989	127
38990	136
38991	147
38992	38
38993	175
38994	40
38995	91
38996	27
38997	103
38998	136
38999	147
39000	34
39001	127
39002	38
39003	136
39004	147
39005	34
39006	16
39007	127
39008	177
39009	137
39010	173
39011	34
39012	174
39013	170
39014	172
39015	128
39016	58
39017	58
39018	41
39019	134
39020	64
39021	37
39022	130
39023	68
39024	115
39025	153
39026	91
39027	147
39028	34
39029	127
39030	119
39031	130
39032	68
39033	115
39034	34
39035	136
39036	147
